lng,lat,height,type
103.90542,31.26254211,1326.603,0
103.90542,31.26226433,1322.606,0
103.90542,31.26198656,1318.606,0
103.90542,31.26170878,1315.041,0
103.90542,31.261431,1313.25,0
103.90542,31.26115322,1312.196,0
103.90542,31.26087544,1310.786,0
103.90542,31.26059767,1308.449,0
103.90542,31.26031989,1305.961,0
103.90542,31.26004211,1303.059,0
103.90542,31.25976433,1303.477,0
103.90542,31.25948656,1303.652,0
103.90542,31.25920878,1304.525,0
103.90542,31.258931,1311.033,0
103.90542,31.25865322,1318.935,0
103.90542,31.25837544,1326.911,0
103.90542,31.25809767,1320.878,0
103.90542,31.25781989,1312.756,0
103.90542,31.25754211,1304.274,0
103.90542,31.25726433,1286.422,0
103.90542,31.25698656,1267.324,0
103.90542,31.25670878,1247.886,0
103.90542,31.256431,1233.899,0
103.90542,31.25615322,1221.333,0
103.90542,31.25587544,1208.411,0
103.90542,31.25559767,1194.583,0
103.90542,31.25531989,1181.021,0
103.90542,31.25504211,1167.533,0
103.90542,31.25476433,1160.832,0
103.90542,31.25448656,1155.344,0
103.90542,31.25420878,1149.856,0
103.90542,31.253931,1138.015,0
103.90542,31.25365322,1125.453,0
103.90542,31.25337544,1112.551,0
103.90542,31.25309767,1101.231,0
103.90542,31.25281989,1090.207,0
103.90542,31.25254211,1079.204,0
103.90542,31.25226433,1084.303,0
103.90542,31.25198656,1091.844,0
103.90542,31.25170878,1099.743,0
103.90542,31.251431,1116.223,0
103.90542,31.25115322,1134.203,0
103.90542,31.25087544,1152.199,0
103.90542,31.25059767,1168.482,0
103.90542,31.25031989,1184.458,0
103.90542,31.25004211,1200.434,0
103.90542,31.24976433,1208.381,0
103.90542,31.24948656,1215.307,0
103.90542,31.24920878,1222.327,0
103.90542,31.248931,1232.31,0
103.90542,31.24865322,1242.822,0
103.90542,31.24837544,1253.769,0
103.90542,31.24809767,1266.904,0
103.90542,31.24781989,1280.85,0
103.90542,31.24754211,1291.562,0
103.90542,31.24726433,1292.682,0
103.90542,31.24698656,1295.153,0
103.90542,31.24670878,1308.585,0
103.90542,31.246431,1320.671,0
103.90542,31.24615322,1336.859,0
103.9056978,31.336431,1728.231,0
103.9056978,31.33615322,1725.383,0
103.9056978,31.33587544,1723.231,0
103.9056978,31.33559767,1720.797,0
103.9056978,31.33531989,1718.305,0
103.9056978,31.33504211,1715.797,0
103.9056978,31.33476433,1711.608,0
103.9056978,31.33448656,1707.969,0
103.9056978,31.33420878,1703.632,0
103.9056978,31.333931,1697.013,0
103.9056978,31.33365322,1689.579,0
103.9056978,31.33337544,1682.501,0
103.9056978,31.33309767,1669.562,0
103.9056978,31.33281989,1655.997,0
103.9056978,31.33254211,1642.488,0
103.9056978,31.33226433,1634.047,0
103.9056978,31.33198656,1626.531,0
103.9056978,31.33170878,1618.998,0
103.9056978,31.331431,1615.725,0
103.9056978,31.33115322,1612.364,0
103.9056978,31.33087544,1609.287,0
103.9056978,31.33059767,1602.5,0
103.9056978,31.33031989,1594.601,0
103.9056978,31.33004211,1587.06,0
103.9056978,31.32976433,1572.374,0
103.9056978,31.32948656,1556.832,0
103.9056978,31.32920878,1540.934,0
103.9056978,31.328931,1531.29,0
103.9056978,31.32865322,1522.778,0
103.9056978,31.32837544,1514.266,0
103.9056978,31.32809767,1507.017,0
103.9056978,31.32781989,1499.579,0
103.9056978,31.32754211,1492.067,0
103.9056978,31.32726433,1486.252,0
103.9056978,31.32698656,1480.326,0
103.9056978,31.32670878,1474.326,0
103.9056978,31.326431,1471.719,0
103.9056978,31.32615322,1469.305,0
103.9056978,31.32587544,1467.231,0
103.9056978,31.32559767,1463.12,0
103.9056978,31.32531989,1458.198,0
103.9056978,31.32504211,1453.218,0
103.9056978,31.32476433,1446.091,0
103.9056978,31.32448656,1438.144,0
103.9056978,31.32420878,1430.555,0
103.9056978,31.323931,1426.457,0
103.9056978,31.32365322,1423.383,0
103.9056978,31.32337544,1419.969,0
103.9056978,31.32309767,1421.551,0
103.9056978,31.32281989,1423.625,0
103.9056978,31.32254211,1426.039,0
103.9056978,31.32226433,1423.457,0
103.9056978,31.32198656,1419.948,0
103.9056978,31.32170878,1416.871,0
103.9056978,31.321431,1412.608,0
103.9056978,31.32115322,1408.969,0
103.9056978,31.32087544,1404.632,0
103.9056978,31.32059767,1397.579,0
103.9056978,31.32031989,1389.653,0
103.9056978,31.32004211,1382.067,0
103.9056978,31.31976433,1378.817,0
103.9056978,31.31948656,1375.895,0
103.9056978,31.31920878,1373.743,0
103.9056978,31.318931,1361.562,0
103.9056978,31.31865322,1347.976,0
103.9056978,31.31837544,1334.464,0
103.9056978,31.31809767,1333.678,0
103.9056978,31.31781989,1334.732,0
103.9056978,31.31754211,1336.142,0
103.9056978,31.31726433,1340.61,0
103.9056978,31.31698656,1345.63,0
103.9056978,31.31670878,1350.22,0
103.9056978,31.316431,1356.035,0
103.9056978,31.31615322,1361.669,0
103.9056978,31.31587544,1367.229,0
103.9056978,31.31559767,1383.323,0
103.9056978,31.31531989,1401.319,0
103.9056978,31.31504211,1419.299,0
103.9056978,31.31476433,1436.447,0
103.9056978,31.31448656,1453.012,0
103.9056978,31.31420878,1469.935,0
103.9056978,31.313931,1484.804,0
103.9056978,31.31365322,1499.292,0
103.9056978,31.31337544,1513.78,0
103.9056978,31.31309767,1526.157,0
103.9056978,31.31281989,1537.743,0
103.9056978,31.31254211,1549.669,0
103.9056978,31.31226433,1561.234,0
103.9056978,31.31198656,1573.157,0
103.9056978,31.31170878,1584.308,0
103.9056978,31.311431,1595.288,0
103.9056978,31.31115322,1605.416,0
103.9056978,31.31087544,1616.24,0
103.9056978,31.31059767,1627.671,0
103.9056978,31.31031989,1639.597,0
103.9056978,31.31004211,1651.183,0
103.9056978,31.30976433,1666.543,0
103.9056978,31.30948656,1682.591,0
103.9056978,31.30920878,1698.639,0
103.9056978,31.308931,1707.425,0
103.9056978,31.30865322,1715.327,0
103.9056978,31.30837544,1722.889,0
103.9056978,31.30809767,1722.7,0
103.9056978,31.30781989,1721.575,0
103.9056978,31.30754211,1720.093,0
103.9056978,31.30726433,1722.401,0
103.9056978,31.30698656,1725.401,0
103.9056978,31.30670878,1728.401,0
103.9056978,31.306431,1735.643,0
103.9056978,31.30615322,1743.209,0
103.9056978,31.30587544,1751.131,0
103.9056978,31.30559767,1768.484,0
103.9056978,31.30531989,1788.356,0
103.9056978,31.30504211,1807.532,0
103.9056978,31.30476433,1823.97,0
103.9056978,31.30448656,1840.36,0
103.9056978,31.30420878,1856.41,0
103.9056978,31.303931,1870.689,0
103.9056978,31.30365322,1884.251,0
103.9056978,31.30337544,1898.153,0
103.9056978,31.30309767,1902.383,0
103.9056978,31.30281989,1904.436,0
103.9056978,31.30254211,1906.847,0
103.9056978,31.30226433,1918.274,0
103.9056978,31.30198656,1931.712,0
103.9056978,31.30170878,1945.224,0
103.9056978,31.301431,1962.564,0
103.9056978,31.30115322,1980.567,0
103.9056978,31.30087544,1998.588,0
103.9056978,31.30059767,2002.209,0
103.9056978,31.30031989,2002.823,0
103.9056978,31.30004211,2004.207,0
103.9056978,31.29976433,1991.3,0
103.9056978,31.29948656,1975.792,0
103.9056978,31.29920878,1960.3,0
103.9056978,31.298931,1961.346,0
103.9056978,31.29865322,1965.76,0
103.9056978,31.29837544,1969.834,0
103.9056978,31.29809767,1980.621,0
103.9056978,31.29781989,1992.207,0
103.9056978,31.29754211,2004.133,0
103.9056978,31.29726433,2002.972,0
103.9056978,31.29698656,1999.046,0
103.9056978,31.29670878,1995.46,0
103.9056978,31.296431,1987.727,0
103.9056978,31.29615322,1980.087,0
103.9056978,31.29587544,1971.751,0
103.9056978,31.29559767,1982.362,0
103.9056978,31.29531989,1996.8,0
103.9056978,31.29504211,2011.312,0
103.9056978,31.29476433,2014.754,0
103.9056978,31.29448656,2017.066,0
103.9056978,31.29420878,2018.682,0
103.9056978,31.293931,2007.461,0
103.9056978,31.29365322,1993.538,0
103.9056978,31.29337544,1979.973,0
103.9056978,31.29309767,1975.383,0
103.9056978,31.29281989,1972.383,0
103.9056978,31.29254211,1969.383,0
103.9056978,31.29226433,1982.502,0
103.9056978,31.29198656,1999.351,0
103.9056978,31.29170878,2015.502,0
103.9056978,31.291431,2013.252,0
103.9056978,31.29115322,2008.154,0
103.9056978,31.29087544,2002.716,0
103.9056978,31.29059767,2000.618,0
103.9056978,31.29031989,1998.281,0
103.9056978,31.29004211,1996.642,0
103.9056978,31.28976433,2005.728,0
103.9056978,31.28948656,2017.138,0
103.9056978,31.28920878,2027.778,0
103.9056978,31.288931,2037.024,0
103.9056978,31.28865322,2046.462,0
103.9056978,31.28837544,2055.56,0
103.9056978,31.28809767,2059.08,0
103.9056978,31.28781989,2061.615,0
103.9056978,31.28754211,2064.152,0
103.9056978,31.28726433,2052.679,0
103.9056978,31.28698656,2039.137,0
103.9056978,31.28670878,2025.239,0
103.9056978,31.286431,2000.193,0
103.9056978,31.28615322,1972.755,0
103.9056978,31.28587544,1945.657,0
103.9056978,31.28559767,1924.572,0
103.9056978,31.28531989,1904.982,0
103.9056978,31.28504211,1884.622,0
103.9056978,31.28476433,1873.876,0
103.9056978,31.28448656,1865.311,0
103.9056978,31.28420878,1856.388,0
103.9056978,31.283931,1844.015,0
103.9056978,31.28365322,1831.474,0
103.9056978,31.28337544,1818.161,0
103.9056978,31.28309767,1819.514,0
103.9056978,31.28281989,1823.948,0
103.9056978,31.28254211,1828.026,0
103.9056978,31.28226433,1824.824,0
103.9056978,31.28198656,1819.902,0
103.9056978,31.28170878,1815.336,0
103.9056978,31.281431,1790.921,0
103.9056978,31.28115322,1762.945,0
103.9056978,31.28087544,1734.555,0
103.9056978,31.28059767,1717.887,0
103.9056978,31.28031989,1703.348,0
103.9056978,31.28004211,1696.196,0
103.9056978,31.27976433,1706.178,0
103.9056978,31.27948656,1726.785,0
103.9056978,31.27920878,1748.805,0
103.9056978,31.278931,1768.264,0
103.9056978,31.27865322,1787.678,0
103.9056978,31.27837544,1807.166,0
103.9056978,31.27809767,1824.957,0
103.9056978,31.27781989,1842.859,0
103.9056978,31.27754211,1860.421,0
103.9056978,31.27726433,2447.85,0
103.9056978,31.27698656,2859.587,0
103.9056978,31.27670878,2992.629,0
103.9056978,31.276431,3136.363,0
103.9056978,31.27615322,3350.551,0
103.9056978,31.27587544,3411.985,0
103.9056978,31.27559767,3380.159,0
103.9056978,31.27531989,3351.677,0
103.9056978,31.27504211,3292.132,0
103.9056978,31.27476433,3247.095,0
103.9056978,31.27448656,3268.387,0
103.9056978,31.27420878,3208.718,0
103.9056978,31.273931,3131.184,0
103.9056978,31.27365322,2705.325,0
103.9056978,31.27337544,2370.395,0
103.9056978,31.27309767,1859.13,0
103.9056978,31.27281989,1500.164,0
103.9056978,31.27254211,1436.847,0
103.9056978,31.27226433,1426.315,0
103.9056978,31.27198656,1416.83,0
103.9056978,31.27170878,1407.363,0
103.9056978,31.271431,1399.575,0
103.9056978,31.27115322,1392.067,0
103.9056978,31.27087544,1384.575,0
103.9056978,31.27059767,1377.501,0
103.9056978,31.27031989,1370.915,0
103.9056978,31.27004211,1363.989,0
103.9056978,31.26976433,1356.534,0
103.9056978,31.26948656,1349.433,0
103.9056978,31.26920878,1341.974,0
103.9056978,31.268931,1336.176,0
103.9056978,31.26865322,1330.708,0
103.9056978,31.26837544,1325.224,0
103.9056978,31.26809767,1328.2,0
103.9056978,31.26781989,1332.667,0
103.9056978,31.26754211,1337.152,0
103.9056978,31.26726433,1339.529,0
103.9056978,31.26698656,1341.963,0
103.9056978,31.26670878,1344.041,0
103.9056978,31.266431,1338.426,0
103.9056978,31.26615322,1331.036,0
103.9056978,31.26587544,1323.986,0
103.9056978,31.26559767,1310.616,0
103.9056978,31.26531989,1296.104,0
103.9056978,31.26504211,1282.006,0
103.9056978,31.26476433,1284.991,0
103.9056978,31.26448656,1290.994,0
103.9056978,31.26420878,1297.429,0
103.9056978,31.263931,1308.183,0
103.9056978,31.26365322,1319.26,0
103.9056978,31.26337544,1330.695,0
103.9056978,31.26309767,1330.764,0
103.9056978,31.26281989,1328.353,0
103.9056978,31.26254211,1326.3,0
103.9056978,31.26226433,1322.606,0
103.9056978,31.26198656,1319.041,0
103.9056978,31.26170878,1315.532,0
103.9056978,31.261431,1315.02,0
103.9056978,31.26115322,1315.458,0
103.9056978,31.26087544,1315.556,0
103.9056978,31.26059767,1314.298,0
103.9056978,31.26031989,1312.81,0
103.9056978,31.26004211,1311.322,0
103.9056978,31.25976433,1313.662,0
103.9056978,31.25948656,1316.706,0
103.9056978,31.25920878,1319.734,0
103.9056978,31.258931,1325.262,0
103.9056978,31.25865322,1331.672,0
103.9056978,31.25837544,1337.726,0
103.9056978,31.25809767,1328.411,0
103.9056978,31.25781989,1315.928,0
103.9056978,31.25754211,1303.388,0
103.9056978,31.25726433,1283.651,0
103.9056978,31.25698656,1263.062,0
103.9056978,31.25670878,1242.115,0
103.9056978,31.256431,1228.333,0
103.9056978,31.25615322,1216.259,0
103.9056978,31.25587544,1203.845,0
103.9056978,31.25559767,1191.357,0
103.9056978,31.25531989,1178.869,0
103.9056978,31.25504211,1166.381,0
103.9056978,31.25476433,1160.68,0
103.9056978,31.25448656,1156.627,0
103.9056978,31.25420878,1152.216,0
103.9056978,31.253931,1141.79,0
103.9056978,31.25365322,1130.736,0
103.9056978,31.25337544,1119.326,0
103.9056978,31.25309767,1106.969,0
103.9056978,31.25281989,1094.022,0
103.9056978,31.25254211,1081.847,0
103.9056978,31.25226433,1085.094,0
103.9056978,31.25198656,1090.656,0
103.9056978,31.25170878,1096.558,0
103.9056978,31.251431,1111.866,0
103.9056978,31.25115322,1128.863,0
103.9056978,31.25087544,1145.842,0
103.9056978,31.25059767,1160.273,0
103.9056978,31.25031989,1174.684,0
103.9056978,31.25004211,1188.737,0
103.9056978,31.24976433,1197.229,0
103.9056978,31.24948656,1204.741,0
103.9056978,31.24920878,1212.667,0
103.9056978,31.248931,1224.081,0
103.9056978,31.24865322,1235.671,0
103.9056978,31.24837544,1248.031,0
103.9056978,31.24809767,1262.674,0
103.9056978,31.24781989,1278.547,0
103.9056978,31.24754211,1294.136,0
103.9056978,31.24726433,1301.266,0
103.9056978,31.24698656,1302.928,0
103.9056978,31.24670878,1307.273,0
103.9056978,31.246431,1314.295,0
103.9056978,31.24615322,1331.99,0
103.9059756,31.336431,1721.207,0
103.9059756,31.33615322,1718.359,0
103.9059756,31.33587544,1716.207,0
103.9059756,31.33559767,1713.359,0
103.9059756,31.33531989,1711.207,0
103.9059756,31.33504211,1708.359,0
103.9059756,31.33476433,1705.379,0
103.9059756,31.33448656,1702.383,0
103.9059756,31.33420878,1698.969,0
103.9059756,31.333931,1692.067,0
103.9059756,31.33365322,1684.141,0
103.9059756,31.33337544,1676.555,0
103.9059756,31.33309767,1663.973,0
103.9059756,31.33281989,1650.464,0
103.9059756,31.33254211,1636.973,0
103.9059756,31.33226433,1626.858,0
103.9059756,31.33198656,1618.194,0
103.9059756,31.33170878,1608.834,0
103.9059756,31.331431,1604.847,0
103.9059756,31.33115322,1601.433,0
103.9059756,31.33087544,1597.924,0
103.9059756,31.33059767,1591.867,0
103.9059756,31.33031989,1584.941,0
103.9059756,31.33004211,1578.355,0
103.9059756,31.32976433,1565.076,0
103.9059756,31.32948656,1551.437,0
103.9059756,31.32920878,1537.535,0
103.9059756,31.328931,1527.78,0
103.9059756,31.32865322,1518.78,0
103.9059756,31.32837544,1510.215,0
103.9059756,31.32809767,1502.575,0
103.9059756,31.32781989,1495.087,0
103.9059756,31.32754211,1487.599,0
103.9059756,31.32726433,1480.505,0
103.9059756,31.32698656,1473.915,0
103.9059756,31.32670878,1467.403,0
103.9059756,31.326431,1464.719,0
103.9059756,31.32615322,1462.719,0
103.9059756,31.32587544,1461.154,0
103.9059756,31.32559767,1457.534,0
103.9059756,31.32531989,1453.12,0
103.9059756,31.32504211,1449.046,0
103.9059756,31.32476433,1441.653,0
103.9059756,31.32448656,1433.239,0
103.9059756,31.32420878,1425.165,0
103.9059756,31.323931,1421.407,0
103.9059756,31.32365322,1417.972,0
103.9059756,31.32337544,1414.895,0
103.9059756,31.32309767,1416.137,0
103.9059756,31.32281989,1418.571,0
103.9059756,31.32254211,1420.649,0
103.9059756,31.32226433,1417.972,0
103.9059756,31.32198656,1414.481,0
103.9059756,31.32170878,1410.972,0
103.9059756,31.321431,1406.612,0
103.9059756,31.32115322,1402.08,0
103.9059756,31.32087544,1397.564,0
103.9059756,31.32059767,1390.527,0
103.9059756,31.32031989,1382.605,0
103.9059756,31.32004211,1375.039,0
103.9059756,31.31976433,1371.773,0
103.9059756,31.31948656,1368.847,0
103.9059756,31.31920878,1366.261,0
103.9059756,31.318931,1354.871,0
103.9059756,31.31865322,1341.895,0
103.9059756,31.31837544,1328.919,0
103.9059756,31.31809767,1327.8,-1
103.9059756,31.31781989,1328.386,-1
103.9059756,31.31754211,1329.312,0
103.9059756,31.31726433,1335.009,0
103.9059756,31.31698656,1341.959,0
103.9059756,31.31670878,1348.569,0
103.9059756,31.316431,1356.347,0
103.9059756,31.31615322,1364.347,0
103.9059756,31.31587544,1372.347,0
103.9059756,31.31559767,1388.417,0
103.9059756,31.31531989,1406.778,0
103.9059756,31.31504211,1424.441,0
103.9059756,31.31476433,1440.65,0
103.9059756,31.31448656,1456.212,0
103.9059756,31.31420878,1472.548,0
103.9059756,31.313931,1486.926,0
103.9059756,31.31365322,1501.36,0
103.9059756,31.31337544,1515.438,0
103.9059756,31.31309767,1528.175,0
103.9059756,31.31281989,1541.122,0
103.9059756,31.31254211,1553.711,0
103.9059756,31.31226433,1564.94,0
103.9059756,31.31198656,1576.354,0
103.9059756,31.31170878,1586.994,0
103.9059756,31.311431,1597.068,0
103.9059756,31.31115322,1606.22,0
103.9059756,31.31087544,1615.634,0
103.9059756,31.31059767,1626.818,0
103.9059756,31.31031989,1638.741,0
103.9059756,31.31004211,1650.306,0
103.9059756,31.30976433,1665.582,0
103.9059756,31.30948656,1681.968,0
103.9059756,31.30920878,1698.432,0
103.9059756,31.308931,1705.129,0
103.9059756,31.30865322,1710.516,0
103.9059756,31.30837544,1715.98,0
103.9059756,31.30809767,1713.414,0
103.9059756,31.30781989,1710.263,0
