x,y
426.0,741.0
426.0,735.0
429.0,870.0
429.0,864.0
429.0,858.0
429.0,852.0
429.0,846.0
429.0,786.0
429.0,246.0
429.0,240.0
429.0,234.0
429.0,228.0
432.0,1809.0
432.0,1803.0
432.0,1797.0
432.0,1791.0
432.0,1785.0
432.0,1779.0
432.0,1485.0
432.0,1479.0
432.0,1473.0
432.0,1467.0
432.0,1461.0
432.0,1455.0
432.0,1425.0
432.0,1419.0
432.0,1179.0
432.0,1173.0
432.0,1167.0
432.0,873.0
432.0,861.0
432.0,849.0
432.0,843.0
432.0,837.0
432.0,759.0
432.0,753.0
432.0,747.0
432.0,741.0
432.0,735.0
435.0,870.0
435.0,864.0
435.0,858.0
435.0,852.0
435.0,846.0
435.0,840.0
435.0,834.0
435.0,786.0
435.0,246.0
435.0,240.0
435.0,234.0
435.0,228.0
438.0,1803.0
438.0,1797.0
438.0,1485.0
438.0,1479.0
438.0,1473.0
438.0,1467.0
438.0,1461.0
438.0,1455.0
438.0,1431.0
438.0,1425.0
438.0,1419.0
438.0,1179.0
438.0,1173.0
438.0,1167.0
438.0,873.0
438.0,861.0
438.0,855.0
438.0,849.0
438.0,843.0
438.0,837.0
438.0,831.0
441.0,870.0
441.0,864.0
441.0,858.0
441.0,852.0
441.0,846.0
441.0,840.0
441.0,834.0
441.0,828.0
441.0,786.0
444.0,1485.0
444.0,1479.0
444.0,1473.0
444.0,1467.0
444.0,1461.0
444.0,1455.0
444.0,1431.0
444.0,1425.0
444.0,1419.0
444.0,1179.0
444.0,1173.0
444.0,1167.0
444.0,873.0
444.0,867.0
444.0,861.0
444.0,855.0
444.0,849.0
444.0,843.0
444.0,837.0
444.0,831.0
444.0,825.0
444.0,819.0
447.0,1092.0
447.0,876.0
447.0,870.0
447.0,864.0
447.0,858.0
447.0,852.0
447.0,846.0
447.0,840.0
447.0,834.0
447.0,828.0
447.0,264.0
450.0,1485.0
450.0,1479.0
450.0,1473.0
450.0,1467.0
450.0,1461.0
450.0,1455.0
450.0,1431.0
450.0,1425.0
450.0,1419.0
450.0,1173.0
450.0,1167.0
450.0,879.0
450.0,873.0
450.0,867.0
450.0,861.0
450.0,855.0
450.0,849.0
450.0,837.0
450.0,831.0
450.0,825.0
450.0,819.0
450.0,741.0
450.0,735.0
453.0,1092.0
453.0,876.0
453.0,870.0
453.0,864.0
453.0,858.0
453.0,852.0
453.0,846.0
453.0,840.0
453.0,834.0
453.0,828.0
453.0,264.0
456.0,1485.0
456.0,1479.0
456.0,1473.0
456.0,1467.0
456.0,1461.0
456.0,1455.0
456.0,1431.0
456.0,1425.0
456.0,1419.0
456.0,879.0
456.0,873.0
456.0,867.0
456.0,861.0
456.0,855.0
456.0,849.0
456.0,843.0
456.0,837.0
456.0,831.0
456.0,825.0
456.0,819.0
456.0,747.0
456.0,741.0
456.0,735.0
459.0,882.0
459.0,876.0
459.0,870.0
459.0,864.0
459.0,858.0
459.0,852.0
459.0,846.0
459.0,840.0
459.0,834.0
459.0,828.0
462.0,1485.0
462.0,1479.0
462.0,1473.0
462.0,1467.0
462.0,1461.0
462.0,1455.0
462.0,1431.0
462.0,1425.0
462.0,1419.0
462.0,885.0
462.0,879.0
462.0,873.0
462.0,867.0
462.0,861.0
462.0,855.0
462.0,849.0
462.0,843.0
462.0,837.0
462.0,831.0
462.0,825.0
462.0,819.0
462.0,747.0
462.0,741.0
462.0,735.0
465.0,972.0
465.0,966.0
465.0,960.0
465.0,882.0
465.0,876.0
465.0,870.0
465.0,864.0
465.0,858.0
465.0,852.0
465.0,840.0
465.0,834.0
465.0,828.0
465.0,804.0
465.0,798.0
465.0,462.0
468.0,1479.0
468.0,1473.0
468.0,1467.0
468.0,1461.0
468.0,1455.0
468.0,1431.0
468.0,1425.0
468.0,1419.0
468.0,885.0
468.0,879.0
468.0,873.0
468.0,867.0
468.0,861.0
468.0,855.0
468.0,843.0
468.0,837.0
468.0,831.0
468.0,825.0
468.0,819.0
468.0,747.0
468.0,741.0
468.0,735.0
471.0,972.0
471.0,966.0
471.0,960.0
471.0,876.0
471.0,870.0
471.0,864.0
471.0,858.0
471.0,852.0
471.0,840.0
471.0,834.0
471.0,828.0
471.0,822.0
471.0,462.0
474.0,1479.0
474.0,1473.0
474.0,1467.0
474.0,1461.0
474.0,1455.0
474.0,1431.0
474.0,1425.0
474.0,1419.0
474.0,1389.0
474.0,1383.0
474.0,1029.0
474.0,1023.0
474.0,885.0
474.0,879.0
474.0,873.0
474.0,867.0
474.0,861.0
474.0,855.0
474.0,849.0
474.0,843.0
474.0,837.0
474.0,831.0
474.0,825.0
474.0,819.0
474.0,813.0
474.0,741.0
474.0,735.0
474.0,729.0
474.0,723.0
474.0,237.0
477.0,966.0
477.0,882.0
477.0,876.0
477.0,870.0
477.0,864.0
477.0,858.0
477.0,852.0
477.0,846.0
477.0,840.0
477.0,834.0
477.0,828.0
480.0,1479.0
480.0,1473.0
480.0,1467.0
480.0,1461.0
480.0,1455.0
480.0,1431.0
480.0,1425.0
480.0,1419.0
480.0,1389.0
480.0,1383.0
480.0,1119.0
480.0,1113.0
480.0,1065.0
480.0,1059.0
480.0,1029.0
480.0,885.0
480.0,879.0
480.0,873.0
480.0,867.0
480.0,861.0
480.0,855.0
480.0,849.0
480.0,843.0
480.0,837.0
480.0,831.0
480.0,825.0
480.0,819.0
480.0,813.0
480.0,741.0
480.0,735.0
480.0,729.0
480.0,723.0
480.0,717.0
483.0,1038.0
483.0,888.0
483.0,882.0
483.0,876.0
483.0,870.0
483.0,864.0
483.0,858.0
483.0,852.0
483.0,846.0
483.0,840.0
483.0,834.0
483.0,828.0
483.0,822.0
486.0,1485.0
486.0,1479.0
486.0,1473.0
486.0,1467.0
486.0,1461.0
486.0,1455.0
486.0,1389.0
486.0,1383.0
486.0,1119.0
486.0,1113.0
486.0,1071.0
486.0,1065.0
486.0,1059.0
486.0,885.0
486.0,879.0
486.0,873.0
486.0,867.0
486.0,861.0
486.0,855.0
486.0,843.0
486.0,837.0
486.0,831.0
486.0,825.0
486.0,819.0
486.0,813.0
486.0,807.0
486.0,255.0
486.0,249.0
489.0,1038.0
489.0,894.0
489.0,888.0
489.0,882.0
489.0,876.0
489.0,870.0
489.0,864.0
489.0,858.0
489.0,852.0
489.0,846.0
489.0,840.0
489.0,834.0
489.0,828.0
492.0,1485.0
492.0,1479.0
492.0,1473.0
492.0,1467.0
492.0,1461.0
492.0,1455.0
492.0,1389.0
492.0,1383.0
492.0,1377.0
492.0,1371.0
492.0,1365.0
492.0,1125.0
492.0,1119.0
492.0,1113.0
492.0,1071.0
492.0,1065.0
492.0,1059.0
492.0,879.0
492.0,873.0
492.0,867.0
492.0,861.0
492.0,855.0
492.0,849.0
492.0,843.0
492.0,837.0
492.0,831.0
492.0,825.0
492.0,819.0
492.0,813.0
492.0,807.0
492.0,255.0
492.0,249.0
495.0,894.0
495.0,888.0
495.0,876.0
495.0,870.0
495.0,864.0
495.0,858.0
495.0,852.0
495.0,846.0
495.0,840.0
495.0,834.0
495.0,828.0
495.0,822.0
495.0,762.0
498.0,1839.0
498.0,1485.0
498.0,1479.0
498.0,1473.0
498.0,1389.0
498.0,1383.0
498.0,1377.0
498.0,1371.0
498.0,1365.0
498.0,1125.0
498.0,1119.0
498.0,1113.0
498.0,1071.0
498.0,1065.0
498.0,1059.0
498.0,867.0
498.0,861.0
498.0,855.0
498.0,849.0
498.0,843.0
498.0,837.0
498.0,831.0
498.0,825.0
498.0,819.0
498.0,813.0
498.0,807.0
498.0,261.0
498.0,255.0
498.0,249.0
501.0,1116.0
501.0,1110.0
501.0,900.0
501.0,894.0
501.0,888.0
501.0,882.0
501.0,864.0
501.0,858.0
501.0,852.0
501.0,846.0
501.0,840.0
501.0,834.0
501.0,828.0
501.0,822.0
501.0,774.0
501.0,768.0
501.0,762.0
501.0,756.0
501.0,750.0
501.0,408.0
504.0,1485.0
504.0,1479.0
504.0,1473.0
504.0,1389.0
504.0,1383.0
504.0,1377.0
504.0,1125.0
504.0,1119.0
504.0,1113.0
504.0,1071.0
504.0,1065.0
504.0,1059.0
504.0,903.0
504.0,861.0
504.0,855.0
504.0,849.0
504.0,837.0
504.0,831.0
504.0,825.0
504.0,819.0
504.0,813.0
504.0,807.0
504.0,261.0
504.0,255.0
504.0,249.0
507.0,1116.0
507.0,1110.0
507.0,900.0
507.0,894.0
507.0,888.0
507.0,882.0
507.0,858.0
507.0,852.0
507.0,846.0
507.0,840.0
507.0,834.0
507.0,828.0
507.0,822.0
507.0,774.0
507.0,768.0
507.0,762.0
507.0,756.0
507.0,750.0
507.0,408.0
510.0,1749.0
510.0,1743.0
510.0,1509.0
510.0,1485.0
510.0,1479.0
510.0,1473.0
510.0,1341.0
510.0,1335.0
510.0,1329.0
510.0,1137.0
510.0,1131.0
510.0,1125.0
510.0,1119.0
510.0,1113.0
510.0,1065.0
510.0,1059.0
510.0,909.0
510.0,903.0
510.0,897.0
510.0,855.0
510.0,849.0
510.0,837.0
510.0,831.0
510.0,825.0
510.0,819.0
510.0,813.0
510.0,807.0
510.0,801.0
510.0,363.0
510.0,357.0
510.0,261.0
510.0,255.0
510.0,249.0
513.0,858.0
513.0,852.0
513.0,846.0
513.0,840.0
513.0,834.0
513.0,828.0
513.0,768.0
513.0,762.0
513.0,756.0
513.0,192.0
516.0,1749.0
516.0,1743.0
516.0,1521.0
516.0,1515.0
516.0,1509.0
516.0,1485.0
516.0,1479.0
516.0,1473.0
516.0,1341.0
516.0,1335.0
516.0,1329.0
516.0,1143.0
516.0,1137.0
516.0,1131.0
516.0,1125.0
516.0,1119.0
516.0,1113.0
516.0,1059.0
516.0,1053.0
516.0,1047.0
516.0,1041.0
516.0,909.0
516.0,903.0
516.0,897.0
516.0,831.0
516.0,825.0
516.0,819.0
516.0,813.0
516.0,807.0
516.0,801.0
516.0,795.0
516.0,789.0
516.0,375.0
516.0,369.0
516.0,363.0
516.0,357.0
516.0,255.0
519.0,1080.0
519.0,858.0
519.0,198.0
519.0,192.0
519.0,186.0
519.0,180.0
519.0,174.0
519.0,168.0
522.0,1749.0
522.0,1743.0
522.0,1521.0
522.0,1515.0
522.0,1509.0
522.0,1485.0
522.0,1479.0
522.0,1473.0
522.0,1341.0
522.0,1335.0
522.0,1329.0
522.0,1143.0
522.0,1137.0
522.0,1131.0
522.0,1125.0
522.0,1119.0
522.0,1113.0
522.0,1053.0
522.0,1047.0
522.0,1041.0
522.0,921.0
522.0,915.0
522.0,909.0
522.0,903.0
522.0,897.0
522.0,819.0
522.0,813.0
522.0,807.0
522.0,801.0
522.0,795.0
522.0,789.0
525.0,1080.0
525.0,1074.0
525.0,858.0
525.0,198.0
525.0,192.0
525.0,186.0
525.0,180.0
525.0,174.0
525.0,168.0
528.0,1521.0
528.0,1515.0
528.0,1509.0
528.0,1485.0
528.0,1479.0
528.0,1473.0
528.0,1341.0
528.0,1335.0
528.0,1329.0
528.0,1143.0
528.0,1137.0
528.0,1131.0
528.0,1125.0
528.0,1119.0
528.0,1113.0
528.0,1047.0
528.0,1041.0
528.0,927.0
528.0,921.0
528.0,915.0
528.0,909.0
528.0,903.0
528.0,897.0
528.0,819.0
528.0,813.0
528.0,807.0
528.0,801.0
528.0,795.0
528.0,789.0
528.0,381.0
528.0,351.0
528.0,345.0
528.0,339.0
528.0,327.0
531.0,1074.0
531.0,210.0
531.0,204.0
531.0,198.0
531.0,192.0
531.0,186.0
531.0,180.0
531.0,156.0
534.0,1485.0
534.0,1479.0
534.0,1473.0
534.0,1443.0
534.0,1437.0
534.0,1341.0
534.0,1335.0
534.0,1329.0
534.0,1143.0
534.0,1137.0
534.0,1131.0
534.0,1125.0
534.0,1119.0
534.0,1113.0
534.0,927.0
534.0,921.0
534.0,915.0
534.0,909.0
534.0,903.0
534.0,897.0
534.0,819.0
534.0,813.0
534.0,807.0
534.0,801.0
534.0,795.0
534.0,789.0
534.0,351.0
534.0,345.0
534.0,339.0
534.0,333.0
534.0,327.0
534.0,321.0
537.0,228.0
537.0,222.0
537.0,216.0
537.0,210.0
537.0,204.0
537.0,198.0
537.0,192.0
537.0,186.0
537.0,162.0
537.0,156.0
537.0,150.0
540.0,1749.0
540.0,1743.0
540.0,1485.0
540.0,1479.0
540.0,1473.0
540.0,1443.0
540.0,1437.0
540.0,1341.0
540.0,1335.0
540.0,1329.0
540.0,1143.0
540.0,1137.0
540.0,1131.0
540.0,1125.0
540.0,1119.0
540.0,1113.0
540.0,921.0
540.0,915.0
540.0,909.0
540.0,903.0
540.0,897.0
540.0,819.0
540.0,813.0
540.0,807.0
540.0,351.0
540.0,345.0
540.0,339.0
540.0,333.0
540.0,327.0
540.0,321.0
543.0,228.0
543.0,222.0
543.0,216.0
543.0,210.0
543.0,204.0
543.0,198.0
543.0,192.0
543.0,186.0
543.0,162.0
543.0,156.0
543.0,150.0
546.0,1749.0
546.0,1743.0
546.0,1485.0
546.0,1479.0
546.0,1473.0
546.0,1443.0
546.0,1437.0
546.0,1341.0
546.0,1335.0
546.0,1329.0
546.0,1317.0
546.0,1143.0
546.0,1137.0
546.0,1131.0
546.0,1125.0
546.0,1119.0
546.0,1113.0
546.0,909.0
546.0,903.0
546.0,897.0
546.0,813.0
546.0,807.0
546.0,351.0
546.0,345.0
546.0,339.0
546.0,333.0
546.0,327.0
546.0,321.0
549.0,228.0
549.0,222.0
549.0,216.0
549.0,210.0
549.0,204.0
549.0,198.0
549.0,156.0
549.0,150.0
552.0,1749.0
552.0,1743.0
552.0,1485.0
552.0,1479.0
552.0,1473.0
552.0,1443.0
552.0,1437.0
552.0,1143.0
552.0,1137.0
552.0,1131.0
552.0,1125.0
552.0,1119.0
552.0,1113.0
552.0,909.0
552.0,903.0
552.0,897.0
552.0,867.0
552.0,861.0
552.0,351.0
552.0,345.0
552.0,339.0
552.0,333.0
552.0,327.0
552.0,321.0
555.0,1314.0
555.0,1308.0
555.0,1302.0
555.0,1296.0
555.0,1290.0
555.0,222.0
555.0,216.0
555.0,210.0
555.0,204.0
558.0,1749.0
558.0,1743.0
558.0,1257.0
558.0,1155.0
558.0,1149.0
558.0,1143.0
558.0,1137.0
558.0,1131.0
558.0,1125.0
558.0,1119.0
558.0,1113.0
558.0,909.0
558.0,903.0
558.0,897.0
558.0,873.0
558.0,867.0
558.0,861.0
558.0,705.0
558.0,699.0
558.0,393.0
558.0,351.0
558.0,345.0
558.0,339.0
558.0,333.0
558.0,327.0
558.0,321.0
561.0,1314.0
561.0,1308.0
561.0,1302.0
561.0,1296.0
561.0,1290.0
561.0,222.0
561.0,216.0
561.0,210.0
561.0,204.0
564.0,1749.0
564.0,1269.0
564.0,1263.0
564.0,1257.0
564.0,1155.0
564.0,1149.0
564.0,1125.0
564.0,1119.0
564.0,1113.0
564.0,921.0
564.0,873.0
564.0,867.0
564.0,861.0
564.0,705.0
564.0,699.0
564.0,393.0
564.0,381.0
564.0,375.0
564.0,351.0
564.0,345.0
564.0,339.0
564.0,333.0
564.0,327.0
564.0,321.0
564.0,315.0
564.0,303.0
567.0,156.0
570.0,1539.0
570.0,1533.0
570.0,1527.0
570.0,1503.0
570.0,1497.0
570.0,1491.0
570.0,1269.0
570.0,1263.0
570.0,1257.0
570.0,1161.0
570.0,1155.0
570.0,1149.0
570.0,1143.0
570.0,1125.0
570.0,1119.0
570.0,1113.0
570.0,873.0
570.0,867.0
570.0,861.0
570.0,705.0
570.0,699.0
570.0,405.0
570.0,399.0
570.0,375.0
570.0,351.0
570.0,345.0
570.0,339.0
570.0,333.0
570.0,327.0
570.0,321.0
570.0,315.0
570.0,309.0
570.0,303.0
573.0,1002.0
573.0,996.0
573.0,990.0
573.0,984.0
573.0,978.0
573.0,972.0
573.0,966.0
573.0,960.0
573.0,174.0
573.0,168.0
573.0,162.0
573.0,156.0
576.0,1557.0
576.0,1551.0
576.0,1545.0
576.0,1539.0
576.0,1533.0
576.0,1527.0
576.0,1497.0
576.0,1491.0
576.0,1425.0
576.0,1419.0
576.0,1269.0
576.0,1263.0
576.0,1257.0
576.0,1191.0
576.0,1185.0
576.0,1161.0
576.0,1155.0
576.0,1149.0
576.0,1143.0
576.0,1137.0
576.0,1131.0
576.0,1125.0
576.0,1119.0
576.0,1113.0
576.0,903.0
576.0,897.0
576.0,873.0
576.0,867.0
576.0,861.0
576.0,705.0
576.0,699.0
576.0,405.0
576.0,399.0
576.0,387.0
576.0,381.0
576.0,369.0
576.0,351.0
576.0,345.0
576.0,339.0
576.0,333.0
576.0,327.0
576.0,321.0
579.0,1008.0
579.0,1002.0
579.0,996.0
579.0,990.0
579.0,984.0
579.0,978.0
579.0,972.0
579.0,966.0
579.0,960.0
579.0,174.0
579.0,168.0
579.0,162.0
579.0,156.0
582.0,1557.0
582.0,1551.0
582.0,1545.0
582.0,1539.0
582.0,1533.0
582.0,1527.0
582.0,1497.0
582.0,1491.0
582.0,1461.0
582.0,1455.0
582.0,1425.0
582.0,1419.0
582.0,1269.0
582.0,1263.0
582.0,1257.0
582.0,1251.0
582.0,1245.0
582.0,1239.0
582.0,1233.0
582.0,1227.0
582.0,1221.0
582.0,1191.0
582.0,1185.0
582.0,1161.0
582.0,1155.0
582.0,1149.0
582.0,1143.0
582.0,1137.0
582.0,1131.0
582.0,1125.0
582.0,1119.0
582.0,1113.0
582.0,909.0
582.0,903.0
582.0,897.0
582.0,873.0
582.0,867.0
582.0,861.0
582.0,405.0
582.0,399.0
582.0,393.0
582.0,387.0
582.0,381.0
582.0,369.0
582.0,351.0
582.0,345.0
582.0,339.0
582.0,333.0
582.0,327.0
582.0,321.0
585.0,1014.0
585.0,1008.0
585.0,1002.0
585.0,996.0
585.0,990.0
585.0,984.0
585.0,978.0
585.0,972.0
585.0,966.0
585.0,960.0
585.0,954.0
585.0,948.0
585.0,942.0
585.0,936.0
585.0,930.0
585.0,924.0
588.0,1557.0
588.0,1551.0
588.0,1545.0
588.0,1539.0
588.0,1533.0
588.0,1527.0
588.0,1497.0
588.0,1491.0
588.0,1461.0
588.0,1455.0
588.0,1425.0
588.0,1419.0
588.0,1263.0
588.0,1251.0
588.0,1245.0
588.0,1239.0
588.0,1233.0
588.0,1227.0
588.0,1221.0
588.0,1191.0
588.0,1185.0
588.0,1161.0
588.0,1155.0
588.0,1149.0
588.0,1143.0
588.0,1137.0
588.0,1131.0
588.0,903.0
588.0,897.0
588.0,891.0
588.0,879.0
588.0,873.0
588.0,867.0
588.0,861.0
588.0,399.0
588.0,393.0
588.0,387.0
588.0,381.0
588.0,375.0
588.0,351.0
588.0,345.0
588.0,339.0
591.0,1884.0
591.0,1062.0
591.0,1056.0
591.0,1050.0
591.0,1044.0
591.0,1038.0
591.0,1032.0
591.0,1026.0
591.0,1020.0
591.0,1014.0
591.0,1008.0
591.0,1002.0
591.0,996.0
591.0,990.0
591.0,984.0
591.0,978.0
591.0,972.0
591.0,966.0
591.0,960.0
591.0,954.0
591.0,948.0
591.0,942.0
591.0,936.0
591.0,930.0
591.0,924.0
591.0,918.0
591.0,234.0
591.0,228.0
594.0,1557.0
594.0,1551.0
594.0,1545.0
594.0,1539.0
594.0,1533.0
594.0,1527.0
594.0,1503.0
594.0,1497.0
594.0,1491.0
594.0,1461.0
594.0,1455.0
594.0,1233.0
594.0,1227.0
594.0,1221.0
594.0,1191.0
594.0,1185.0
594.0,1161.0
594.0,1155.0
594.0,1149.0
594.0,1143.0
594.0,1137.0
594.0,1131.0
594.0,891.0
594.0,885.0
594.0,879.0
594.0,873.0
594.0,867.0
594.0,861.0
594.0,411.0
594.0,405.0
594.0,393.0
594.0,387.0
594.0,381.0
594.0,375.0
594.0,363.0
594.0,357.0
594.0,339.0
597.0,1884.0
597.0,1488.0
597.0,1470.0
597.0,1200.0
597.0,1194.0
597.0,1062.0
597.0,1056.0
597.0,1050.0
597.0,1044.0
597.0,1038.0
597.0,1032.0
597.0,1026.0
597.0,1020.0
597.0,1014.0
597.0,1008.0
597.0,1002.0
597.0,996.0
597.0,990.0
597.0,984.0
597.0,978.0
597.0,972.0
597.0,966.0
597.0,960.0
597.0,954.0
597.0,948.0
597.0,942.0
597.0,936.0
597.0,930.0
597.0,924.0
597.0,918.0
597.0,234.0
597.0,228.0
600.0,1539.0
600.0,1533.0
600.0,1527.0
600.0,1521.0
600.0,1515.0
600.0,1497.0
600.0,1491.0
600.0,1167.0
600.0,1161.0
600.0,1155.0
600.0,1149.0
600.0,1143.0
600.0,1137.0
600.0,1131.0
600.0,891.0
600.0,885.0
600.0,879.0
600.0,873.0
600.0,867.0
600.0,861.0
600.0,411.0
600.0,405.0
600.0,393.0
600.0,387.0
600.0,381.0
600.0,375.0
600.0,363.0
600.0,357.0
600.0,345.0
600.0,309.0
600.0,303.0
603.0,1488.0
603.0,1482.0
603.0,1476.0
603.0,1470.0
603.0,1074.0
603.0,1068.0
603.0,1062.0
603.0,1056.0
603.0,1050.0
603.0,1044.0
603.0,1038.0
603.0,1032.0
603.0,1026.0
603.0,1020.0
603.0,1014.0
603.0,1008.0
603.0,1002.0
603.0,996.0
603.0,990.0
603.0,984.0
603.0,978.0
603.0,972.0
603.0,966.0
603.0,960.0
603.0,954.0
603.0,948.0
603.0,942.0
603.0,936.0
603.0,930.0
603.0,924.0
603.0,918.0
603.0,912.0
606.0,1947.0
606.0,1941.0
606.0,1539.0
606.0,1533.0
606.0,1527.0
606.0,1521.0
606.0,1515.0
606.0,1389.0
606.0,1173.0
606.0,1167.0
606.0,1161.0
606.0,1155.0
606.0,1149.0
606.0,1143.0
606.0,1137.0
606.0,1131.0
606.0,1047.0
606.0,891.0
606.0,885.0
606.0,879.0
606.0,873.0
606.0,867.0
606.0,861.0
606.0,393.0
606.0,387.0
606.0,381.0
606.0,375.0
606.0,363.0
606.0,357.0
606.0,351.0
606.0,339.0
606.0,303.0
609.0,1488.0
609.0,1482.0
609.0,1476.0
609.0,1470.0
609.0,1086.0
609.0,1080.0
609.0,1074.0
609.0,1068.0
609.0,1062.0
609.0,1056.0
609.0,1050.0
609.0,1044.0
609.0,1038.0
609.0,1032.0
609.0,1026.0
609.0,1020.0
609.0,1014.0
609.0,1008.0
609.0,1002.0
609.0,996.0
609.0,990.0
609.0,984.0
609.0,978.0
609.0,972.0
609.0,966.0
609.0,960.0
609.0,924.0
609.0,918.0
609.0,912.0
609.0,906.0
612.0,1947.0
612.0,1941.0
612.0,1539.0
612.0,1533.0
612.0,1527.0
612.0,1521.0
612.0,1515.0
612.0,1509.0
612.0,1389.0
612.0,1383.0
612.0,1173.0
612.0,1167.0
612.0,1161.0
612.0,1155.0
612.0,1149.0
612.0,1143.0
612.0,1137.0
612.0,1131.0
612.0,1047.0
612.0,1041.0
612.0,891.0
612.0,885.0
612.0,879.0
612.0,873.0
612.0,867.0
612.0,861.0
612.0,411.0
612.0,393.0
612.0,387.0
612.0,381.0
612.0,375.0
612.0,363.0
612.0,357.0
612.0,351.0
612.0,339.0
615.0,1488.0
615.0,1482.0
615.0,1476.0
615.0,1470.0
615.0,1086.0
615.0,1080.0
615.0,1074.0
615.0,1068.0
615.0,1062.0
615.0,1056.0
615.0,1050.0
615.0,1044.0
615.0,1038.0
615.0,1032.0
615.0,1026.0
615.0,1020.0
615.0,1014.0
615.0,1008.0
615.0,1002.0
615.0,996.0
615.0,990.0
615.0,984.0
615.0,978.0
615.0,972.0
615.0,966.0
615.0,960.0
615.0,924.0
615.0,918.0
615.0,912.0
615.0,906.0
618.0,1947.0
618.0,1539.0
618.0,1533.0
618.0,1527.0
618.0,1521.0
618.0,1515.0
618.0,1509.0
618.0,1389.0
618.0,1383.0
618.0,1179.0
618.0,1173.0
618.0,1167.0
618.0,1161.0
618.0,1155.0
618.0,1149.0
618.0,1143.0
618.0,1047.0
618.0,1041.0
618.0,891.0
618.0,885.0
618.0,879.0
618.0,411.0
618.0,405.0
618.0,393.0
618.0,387.0
618.0,381.0
618.0,375.0
618.0,357.0
618.0,351.0
618.0,345.0
618.0,339.0
618.0,333.0
621.0,1518.0
621.0,1092.0
621.0,1086.0
621.0,1080.0
621.0,1074.0
621.0,1068.0
621.0,1062.0
621.0,1050.0
621.0,1044.0
621.0,1038.0
621.0,1032.0
621.0,1026.0
621.0,1020.0
621.0,1014.0
621.0,1008.0
621.0,1002.0
621.0,996.0
621.0,990.0
621.0,984.0
621.0,978.0
621.0,972.0
621.0,966.0
621.0,960.0
621.0,954.0
621.0,948.0
621.0,942.0
621.0,936.0
621.0,930.0
621.0,924.0
621.0,918.0
621.0,912.0
621.0,906.0
624.0,1947.0
624.0,1539.0
624.0,1533.0
624.0,1527.0
624.0,1515.0
624.0,1509.0
624.0,1179.0
624.0,1173.0
624.0,1167.0
624.0,1161.0
624.0,1155.0
624.0,1149.0
624.0,1119.0
624.0,1113.0
624.0,1083.0
624.0,1077.0
624.0,1047.0
624.0,1041.0
624.0,891.0
624.0,885.0
624.0,879.0
624.0,411.0
624.0,405.0
624.0,399.0
624.0,393.0
624.0,387.0
624.0,381.0
624.0,375.0
624.0,357.0
624.0,351.0
624.0,297.0
624.0,291.0
624.0,285.0
627.0,1944.0
627.0,1932.0
627.0,1926.0
627.0,1902.0
627.0,1524.0
627.0,1518.0
627.0,1512.0
627.0,1506.0
627.0,1128.0
627.0,1098.0
627.0,1092.0
627.0,1086.0
627.0,1038.0
627.0,1032.0
627.0,1026.0
627.0,1020.0
627.0,1014.0
627.0,1008.0
627.0,1002.0
627.0,996.0
627.0,990.0
627.0,984.0
627.0,978.0
627.0,972.0
627.0,966.0
627.0,960.0
627.0,954.0
627.0,948.0
627.0,942.0
627.0,936.0
627.0,930.0
627.0,924.0
627.0,918.0
627.0,912.0
627.0,330.0
627.0,324.0
627.0,318.0
627.0,210.0
630.0,1539.0
630.0,1533.0
630.0,1527.0
630.0,1515.0
630.0,1509.0
630.0,1503.0
630.0,1173.0
630.0,1167.0
630.0,1161.0
630.0,1155.0
630.0,1149.0
630.0,1119.0
630.0,1113.0
630.0,1083.0
630.0,1077.0
630.0,885.0
630.0,879.0
630.0,405.0
630.0,399.0
630.0,393.0
630.0,387.0
630.0,381.0
630.0,375.0
630.0,369.0
630.0,363.0
630.0,357.0
630.0,297.0
630.0,291.0
630.0,285.0
633.0,1944.0
633.0,1938.0
633.0,1932.0
633.0,1926.0
633.0,1902.0
633.0,1896.0
633.0,1536.0
633.0,1530.0
633.0,1524.0
633.0,1518.0
633.0,1512.0
633.0,1506.0
633.0,1500.0
633.0,1128.0
633.0,1098.0
633.0,1092.0
633.0,1086.0
633.0,1038.0
633.0,1032.0
633.0,1026.0
633.0,1020.0
633.0,1014.0
633.0,1008.0
633.0,1002.0
633.0,996.0
633.0,990.0
633.0,984.0
633.0,978.0
633.0,972.0
633.0,966.0
633.0,960.0
633.0,954.0
633.0,948.0
633.0,942.0
633.0,936.0
633.0,930.0
633.0,924.0
633.0,918.0
633.0,912.0
633.0,324.0
633.0,318.0
633.0,210.0
636.0,1539.0
636.0,1533.0
636.0,1527.0
636.0,1521.0
636.0,1515.0
636.0,1509.0
636.0,1503.0
636.0,1497.0
636.0,1173.0
636.0,1167.0
636.0,1161.0
636.0,1155.0
636.0,1149.0
636.0,1125.0
636.0,1119.0
636.0,1113.0
636.0,405.0
636.0,399.0
636.0,393.0
636.0,387.0
636.0,381.0
636.0,375.0
636.0,369.0
636.0,363.0
636.0,309.0
636.0,297.0
636.0,291.0
636.0,285.0
639.0,1950.0
639.0,1944.0
639.0,1938.0
639.0,1932.0
639.0,1926.0
639.0,1884.0
639.0,1878.0
639.0,1872.0
639.0,1866.0
639.0,1860.0
639.0,1536.0
639.0,1530.0
639.0,1524.0
639.0,1518.0
639.0,1512.0
639.0,1506.0
639.0,1500.0
639.0,1494.0
639.0,1116.0
639.0,1110.0
639.0,1104.0
